id,split,valence,arousal,dominance,text,clean_text,sentiment_score,sentiment_label,EMI,Manipulation_Level
hotel-california_14933_14993,train,2.8,2.9,2.7,"“I believe we'll see the end of the universe,” said Tiffany.",believe see end universe said tiffany,0.0,Neutral,0.2,Non-Manipulative
hotel-california_14994_15126,train,3.0,2.89,3.11,"Captain's cohort, she had a glass of orange-brown liquid in one hand; it might have been orange juice and some kind of berry liquor.",captain cohort glass liquid one hand might orange juice kind berry liquor,0.765,Positive,0.6590000000000001,Highly Manipulative
hotel-california_15127_15156,train,3.1,3.3,3.1,She swirled it speculatively.,swirled speculatively,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15157_15176,train,3.12,2.75,3.5,I watched Adrienne.,watched adrienne,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15224_15237,train,2.6,3.1,2.8,"“Impossible,”",impossible,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15224_15283,train,3.0,2.9,3.2,"“Impossible,” said Zheng, sitting in the chair to her left.",impossible said zheng sitting chair left,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15284_15310,dev,2.5,3.0,2.8,“We can't live that long.”,ca live long,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15312_15364,train,2.5,3.0,2.88,"“Maybe the universe will end sooner than you think,”",maybe universe end sooner think,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15312_15380,test,2.3,3.6,2.9,"“Maybe the universe will end sooner than you think,” said Jefferson.",maybe universe end sooner think said jefferson,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15381_15430,dev,3.1,2.9,2.9,"Yeah, the captain was there, with the rest of us.",yeah captain rest us,0.296,Positive,0.37760000000000005,Moderately Manipulative
hotel-california_15431_15509,train,3.0,2.88,3.12,"He didn't drink, but he made a point of mingling with all the various cliques.",drink made point mingling various cliques,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15511_15571,train,3.11,3.0,3.0,"“Maybe we'll travel at the speed of light and we won't age,”",maybe travel speed light wo age,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15511_15650,train,3.2,2.7,3.0,"“Maybe we'll travel at the speed of light and we won't age,” said Sarah, setting her wine glass on the little round end table by her couch.",maybe travel speed light wo age said sarah setting wine glass little round end table couch,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15651_15705,train,3.5,3.25,3.12,“Maybe we're already traveling at the speed of light.”,maybe already traveling speed light,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15708_15736,test,3.36,3.36,3.18,"Tiffany, she nodded eagerly.",tiffany nodded eagerly,0.3818,Positive,0.42908,Moderately Manipulative
hotel-california_15737_15762,train,3.0,3.25,3.25,“Relatively says it all.”,relatively says,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15764_15778,train,2.7,3.3,3.2,Zheng scoffed.,zheng scoffed,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15779_15796,train,2.5,3.1,2.7,“Also impossible.,also impossible,0.0,Neutral,0.2,Non-Manipulative
hotel-california_15779_16051,train,2.8,3.5,2.8,"“Also impossible. Even if we were traveling at ninety-nine percent of the speed of light—that's assuming you ignore science and pretend that such a thing is possible, because it isn't—we'd still age. We'd just appear to age slower than people not traveling as fast as us.”",also impossible even traveling percent speed assuming ignore science pretend thing possible still age appear age slower people traveling fast us,-0.4404,Negative,0.46424000000000004,Moderately Manipulative
hotel-california_15797_15978,test,3.0,3.0,3.2,"Even if we were traveling at ninety-nine percent of the speed of light—that's assuming you ignore science and pretend that such a thing is possible, because it isn't—we'd still age.",even traveling percent speed assuming ignore science pretend thing possible still age,-0.4404,Negative,0.46424000000000004,Moderately Manipulative
hotel-california_15979_16051,dev,3.12,3.0,3.38,We'd just appear to age slower than people not traveling as fast as us.”,appear age slower people traveling fast us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16053_16059,train,3.0,3.0,3.0,“And?”,,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16060_16071,train,2.9,2.5,3.0,said Sarah.,said sarah,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16072_16099,train,3.1,2.4,3.0,"“Aging is relative, anyway.",aging relative anyway,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16072_16200,train,3.2,3.1,3.3,"“Aging is relative, anyway. Besides, I wouldn't mind being around forever. Give our ancestors purpose. Keep their dreams alive.”",aging relative anyway besides would mind around forever give ancestors purpose keep dreams alive,0.6486,Positive,0.58916,Moderately Manipulative
hotel-california_16100_16146,train,3.4,3.2,3.2,"Besides, I wouldn't mind being around forever.",besides would mind around forever,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16147_16174,test,3.0,3.0,2.9,Give our ancestors purpose.,give ancestors purpose,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16175_16200,dev,3.14,3.0,3.0,Keep their dreams alive.”,keep dreams alive,0.6486,Positive,0.58916,Moderately Manipulative
hotel-california_16202_16219,train,3.25,3.13,3.0,"“New hypothesis,”",new hypothesis,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16202_16270,test,3.0,2.86,3.0,"“New hypothesis,” suggested Kishori, slipping into the conversation.",new hypothesis suggested kishori slipping conversation,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16271_16290,dev,2.6,3.2,3.0,“No one's immortal.,one immortal,0.25,Positive,0.35000000000000003,Moderately Manipulative
hotel-california_16271_16338,train,2.4,3.1,2.9,"“No one's immortal. In fact, the opposite: We're all going to die.”",one immortal fact opposite going die,-0.4404,Negative,0.46424000000000004,Moderately Manipulative
hotel-california_16291_16338,train,1.9,3.4,2.9,"In fact, the opposite: We're all going to die.”",fact opposite going die,-0.5994,Negative,0.55964,Moderately Manipulative
hotel-california_16340_16348,train,2.11,2.78,2.56,"“Bleak,”",bleak,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16340_16365,train,2.73,2.63,2.91,"“Bleak,” commented Zheng.",bleak commented zheng,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16366_16382,train,3.9,3.0,3.1,“But I like it.”,like,0.3612,Positive,0.4167200000000001,Moderately Manipulative
hotel-california_16417_16482,dev,2.62,3.0,3.0,"Ray took a drink from his glass of ice water, and shook his head.",ray took drink glass ice water shook head,-0.1027,Negative,0.26162,Non-Manipulative
hotel-california_16484_16565,train,2.9,3.5,3.3,"“We're all going to die, so what better thing to do than enjoy the time we have?”",going die better thing enjoy time,0.296,Positive,0.37760000000000005,Moderately Manipulative
hotel-california_16566_16622,train,3.0,2.75,3.0,"Kishori gestured to the bar, the carpets, the paintings.",kishori gestured bar carpets paintings,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16623_16656,train,3.22,3.22,3.22,“All the luxuries money can buy.”,luxuries money buy,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16658_16689,test,3.14,3.14,3.0,"Tiffany took a drink, thinking.",tiffany took drink thinking,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16690_16723,train,3.9,3.5,3.5,"“All the luxuries money can buy,”",luxuries money buy,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16690_16735,train,3.44,3.44,3.44,"“All the luxuries money can buy,” she echoed.",luxuries money buy echoed,0.0,Neutral,0.2,Non-Manipulative
hotel-california_1671_1712,train,3.1,3.1,3.0,"And accompanying the bell, I saw a light.",accompanying bell saw light,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16737_16760,test,2.75,3.0,3.0,Zheng looked skeptical.,zheng looked skeptical,-0.3182,Negative,0.39092000000000005,Moderately Manipulative
hotel-california_16761_16776,train,2.75,2.88,3.0,“Paid for how?”,paid,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16778_16790,train,2.62,2.75,2.88,"“Smuggling,”",smuggling,-0.4767,Negative,0.48602,Moderately Manipulative
hotel-california_16778_16809,test,2.88,2.88,3.12,"“Smuggling,” responded Kishori.",smuggling responded kishori,-0.4767,Negative,0.48602,Moderately Manipulative
hotel-california_16810_16825,train,3.12,2.88,3.12,Matter-of-fact.,,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16826_16852,train,3.6,3.1,3.1,"Jefferson snorted, amused.",jefferson snorted amused,0.4215,Positive,0.4529,Moderately Manipulative
hotel-california_16853_16870,dev,3.1,3.1,3.5,"“Think about it,”",think,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16853_16942,train,3.0,2.89,3.0,"“Think about it,” Kishori continued, “where else would we get the money to buy all this?”",think kishori continued else would get money buy,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16890_16942,train,3.1,3.1,2.9,“where else would we get the money to buy all this?”,else would get money buy,0.0,Neutral,0.2,Non-Manipulative
hotel-california_16944_16964,train,2.25,3.12,3.12,“Renegade smugglers.,renegade smugglers,-0.34,Negative,0.404,Moderately Manipulative
hotel-california_16944_16999,train,2.78,3.45,3.11,"“Renegade smugglers. So what's our cargo, eh, captain?”",renegade smugglers cargo eh captain,-0.34,Negative,0.404,Moderately Manipulative
hotel-california_16965_16999,train,3.0,3.0,3.0,"So what's our cargo, eh, captain?”",cargo eh captain,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17000_17062,train,3.3,2.8,3.1,"Zheng joked, leaning back in his chair with his glass of wine.",zheng joked leaning back chair glass wine,0.3182,Positive,0.39092000000000005,Moderately Manipulative
hotel-california_17064_17102,train,2.9,2.9,3.1,Jefferson shook his head and stood up.,jefferson shook head stood,-0.1027,Negative,0.26162,Non-Manipulative
hotel-california_17103_17140,train,3.0,3.0,3.14,"“I'll leave you to your speculation,”",leave speculation,-0.0516,Negative,0.23096000000000003,Non-Manipulative
hotel-california_17103_17149,train,2.9,2.9,3.1,"“I'll leave you to your speculation,” he said.",leave speculation said,-0.0516,Negative,0.23096000000000003,Non-Manipulative
hotel-california_1714_1792,train,2.63,3.25,2.88,"Now, there were two things here that made ridiculously small amounts of sense.",two things made ridiculously small amounts sense,-0.34,Negative,0.404,Moderately Manipulative
hotel-california_17150_17200,train,3.3,3.3,3.2,A chorus of good nights followed him out the door.,chorus good nights followed door,0.4404,Positive,0.46424000000000004,Moderately Manipulative
hotel-california_17202_17242,train,3.0,3.0,3.0,"After the captain left, Zheng leaned in.",captain left zheng leaned,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17243_17312,train,2.8,3.0,3.0,"He set his glass down on an end table, steepled his fingers together.",set glass end table steepled fingers together,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17313_17331,dev,2.37,3.62,3.5,"“We're revolting,”",revolting,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17313_17343,train,2.6,3.2,3.3,"“We're revolting,” he told us.",revolting told us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17344_17382,train,2.45,3.36,2.91,“And I don't mean that you disgust me.,mean disgust,-0.5994,Negative,0.55964,Moderately Manipulative
hotel-california_17344_17553,train,3.13,3.75,3.88,"“And I don't mean that you disgust me. No, we're the start of a rebellion. Did you hear what the captain said earlier? He means, we're going to change the future. The universe as we know it won't be the same.”",mean disgust start rebellion hear captain said earlier means going change future universe know wo,-0.6597,Negative,0.59582,Moderately Manipulative
hotel-california_17383_17418,train,2.9,3.2,3.4,"No, we're the start of a rebellion.",start rebellion,-0.128,Negative,0.2768,Non-Manipulative
hotel-california_17419_17462,test,3.0,3.1,2.9,Did you hear what the captain said earlier?,hear captain said earlier,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17507_17553,train,2.6,3.3,2.7,The universe as we know it won't be the same.”,universe know wo,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17555_17569,dev,2.13,2.88,2.75,"“That's dumb,”",dumb,-0.5106,Negative,0.50636,Moderately Manipulative
hotel-california_17555_17581,test,2.29,3.29,3.29,"“That's dumb,” said Sarah.",dumb said sarah,-0.5106,Negative,0.50636,Moderately Manipulative
hotel-california_17582_17634,train,3.0,3.0,2.9,“Wouldn't we know it if we were part of a rebellion?,would know part rebellion,-0.128,Negative,0.2768,Non-Manipulative
hotel-california_17636_17657,train,2.86,2.71,2.71,Zheng shook his head.,zheng shook head,-0.1027,Negative,0.26162,Non-Manipulative
hotel-california_17658_17696,test,3.3,3.3,3.3,“The captain selected us for a reason.,captain selected us reason,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17658_17784,train,3.1,3.1,2.8,“The captain selected us for a reason. He has inside intelligence—how else would he know where to find us? He knows about us.”,captain selected us reason inside else would know find us knows us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17697_17764,train,3.1,3.1,2.9,He has inside intelligence—how else would he know where to find us?,inside else would know find us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17765_17784,train,2.89,3.11,2.78,He knows about us.”,knows us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17786_17806,train,2.0,3.75,3.37,"“That's still dumb,”",still dumb,-0.5106,Negative,0.50636,Moderately Manipulative
hotel-california_17786_17818,train,2.2,3.2,2.8,"“That's still dumb,” said Sarah.",still dumb said sarah,-0.5106,Negative,0.50636,Moderately Manipulative
hotel-california_17819_17840,train,3.11,3.11,3.33,“Inside intelligence?,inside intelligence,0.4767,Positive,0.48602,Moderately Manipulative
hotel-california_17819_17942,train,3.0,2.9,2.8,"“Inside intelligence? Don't you remember, there's not exactly one big galactic government from which to steal information.”",inside intelligence remember exactly one big galactic government steal information,-0.0258,Neutral,0.21548,Non-Manipulative
hotel-california_17841_17942,train,3.0,3.2,2.9,"Don't you remember, there's not exactly one big galactic government from which to steal information.”",remember exactly one big galactic government steal information,-0.4939,Negative,0.49634,Moderately Manipulative
hotel-california_1793_1847,train,3.0,2.88,3.0,"First, the whole in-a-vacuum why's-there-a-bell thing.",first whole thing,0.0,Neutral,0.2,Non-Manipulative
hotel-california_17944_17967,test,3.56,3.33,3.44,"“I still like my idea,”",still like idea,0.3612,Positive,0.4167200000000001,Moderately Manipulative
hotel-california_17944_17981,test,3.38,3.5,3.5,"“I still like my idea,” said Tiffany.",still like idea said tiffany,0.3612,Positive,0.4167200000000001,Moderately Manipulative
hotel-california_18153_18196,train,2.6,3.0,2.8,Jefferson didn't share how he found people.,jefferson share found people,0.296,Positive,0.37760000000000005,Moderately Manipulative
hotel-california_18197_18299,train,2.88,3.0,2.88,"He didn't share how he knew exactly where the wrecks were, or why he saved some people but not others.",share knew exactly wrecks saved people others,0.6124,Positive,0.56744,Moderately Manipulative
hotel-california_18300_18329,train,3.0,2.9,2.9,"But then again, no one asked.",one asked,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18330_18380,test,3.1,2.9,3.0,"I guess we all figured, he knew what he was doing.",guess figured knew,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18381_18439,train,3.0,2.8,3.0,He had been at this savior business longer than any of us.,savior business longer us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18440_18484,train,2.9,3.1,2.7,I wondered if Adrienne would ask about that.,wondered adrienne would ask,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18486_18518,train,3.38,3.37,3.5,"“We're going to mean something,”",going mean something,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18486_18536,train,3.33,2.83,3.5,"“We're going to mean something,” Zheng was saying.",going mean something zheng saying,0.0,Neutral,0.2,Non-Manipulative
hotel-california_1848_2039,dev,2.4,3.3,2.6,"Second, I was floating in the dark remnants of my broken ship, and any conceivable light sources were not within view; starlight is a distinctly different color and significantly less bright.",second floating dark remnants broken ship conceivable light sources within view starlight distinctly different color significantly less bright,-0.1263,Negative,0.27578,Non-Manipulative
hotel-california_18537_18654,train,3.3,3.4,3.5,"“What we do, rebelling against the oppression of the many governments that oppose us, we're going to leave a legacy.”",rebelling oppression many governments oppose us going leave legacy,-0.3182,Negative,0.39092000000000005,Moderately Manipulative
hotel-california_18655_18674,train,3.11,3.11,3.56,He sounded certain.,sounded certain,0.2732,Positive,0.36392,Moderately Manipulative
hotel-california_18675_18694,train,3.6,3.3,3.2,"Enthusiastic, even.",enthusiastic even,0.4939,Positive,0.49634,Moderately Manipulative
hotel-california_18696_18770,train,2.82,3.09,2.82,"Ray, he shook his head, and broke the quiet he'd held most of the evening.",ray shook head broke quiet held evening,-0.4939,Negative,0.49634,Moderately Manipulative
hotel-california_18771_18797,train,2.3,3.5,3.6,“You've got it all wrong.”,got wrong,-0.4767,Negative,0.48602,Moderately Manipulative
hotel-california_18798_18873,train,2.9,3.0,3.1,"He looked from Sarah, to Adrienne, to Zheng, to Kishori and Tiffany, to me.",looked sarah adrienne zheng kishori tiffany,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18874_18937,train,2.7,2.9,3.2,"“Obviously, we can't last longer than the rest of the universe.",obviously ca last longer rest universe,0.0,Neutral,0.2,Non-Manipulative
hotel-california_18938_18970,dev,2.0,2.82,2.64,We aren't giving anyone purpose.,giving anyone purpose,0.34,Positive,0.404,Moderately Manipulative
hotel-california_18971_19010,test,2.33,2.89,2.78,We're not even going to leave a legacy.,even going leave legacy,-0.0516,Negative,0.23096000000000003,Non-Manipulative
hotel-california_19011_19039,train,3.0,3.1,3.1,All we're doing is existing.,existing,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19040_19143,dev,2.6,3.0,3.0,"All we're doing is eating and drinking and shitting, breathing and fucking and nothing important, ever.",eating drinking shitting breathing fucking nothing important ever,-0.5676,Negative,0.54056,Moderately Manipulative
hotel-california_19144_19163,train,2.62,3.0,2.75,We aren't special.”,special,0.4019,Positive,0.44114000000000003,Moderately Manipulative
hotel-california_19165_19180,train,2.2,3.4,2.7,"“Again, bleak,”",bleak,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19165_19197,train,2.6,3.1,3.0,"“Again, bleak,” commented Zheng.",bleak commented zheng,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19198_19236,train,2.7,3.2,2.6,Adrienne gestured for him to be quiet.,adrienne gestured quiet,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19237_19310,train,3.0,2.88,2.88,"She leaned forward, setting her elbows on the foot stool in front of her.",leaned forward setting elbows foot stool front,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19312_19346,train,2.89,2.89,2.89,"“You never know when it will end,”",never know end,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19406_19478,train,2.57,3.14,3.43,"“You can't hold on forever, even if you don't ever, ever want to forget.",ca hold forever even ever ever want forget,-0.1531,Negative,0.29186,Non-Manipulative
hotel-california_19406_19862,test,2.4,3.7,2.9,"“You can't hold on forever, even if you don't ever, ever want to forget. How long until the memories slip away? How long until all you remember is this, the ship, the thick red carpeting, the chandeliers, the empty conversations you hold with the other shells who used to be people? When your life, the reason you lived, the people and faces and places, the emotions you felt, who and what you loved, when all that is gone, faded, what will you have left?”",ca hold forever even ever ever want forget long memories slip away long remember ship thick red carpeting chandeliers empty conversations hold shells used people life reason lived people faces places emotions felt loved gone faded left,0.3612,Positive,0.4167200000000001,Moderately Manipulative
hotel-california_19479_19517,train,2.4,3.0,2.4,How long until the memories slip away?,long memories slip away,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19518_19688,train,2.6,2.9,2.9,"How long until all you remember is this, the ship, the thick red carpeting, the chandeliers, the empty conversations you hold with the other shells who used to be people?",long remember ship thick red carpeting chandeliers empty conversations hold shells used people,-0.2023,Negative,0.32138,Moderately Manipulative
hotel-california_19864_19910,train,3.1,3.1,3.0,I wondered how long Ray had been on this ship.,wondered long ray ship,0.0,Neutral,0.2,Non-Manipulative
hotel-california_19911_20007,train,2.62,3.12,2.75,"I wondered why, if he had such an unpropitious outlook, he hadn't tried to change his situation.",wondered unpropitious outlook tried change situation,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20008_20093,train,2.9,3.2,2.4,"I wanted to ask, but he was still talking, and I was too self-conscious to interrupt.",wanted ask still talking interrupt,-0.34,Negative,0.404,Moderately Manipulative
hotel-california_20095_20120,train,2.8,3.3,3.1,"“You can try to hold on,”",try hold,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20095_20130,train,2.7,3.3,2.7,"“You can try to hold on,” said Ray.",try hold said ray,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20131_20160,train,2.9,3.0,3.3,“You can try and try and try.,try try try,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20161_20239,train,3.0,3.1,3.1,"Repeat stories to yourself in the artificial night, sketch faces in your mind.",repeat stories artificial night sketch faces mind,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20278_20341,train,2.7,2.7,2.9,"But words, if you repeat them enough times, lose their meaning.",words repeat enough times lose meaning,-0.4019,Negative,0.44114000000000003,Moderately Manipulative
hotel-california_20342_20395,test,3.1,2.9,3.2,Emily emily em-ill-ee em-i-lee eh-mill-ee eh-mih-lee.,emily emily,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20396_20417,train,2.88,2.75,3.12,"My wife's name, once.",wife name,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20418_20460,train,2.8,2.8,3.0,"Repeat it enough times, it's just a sound.",repeat enough times sound,0.0,Neutral,0.2,Non-Manipulative
hotel-california_2041_2086,train,3.3,3.2,3.2,These signals were the heralds of my saviors.,signals heralds saviors,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20461_20481,train,3.75,3.25,3.62,No longer grounded.”,longer grounded,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20483_20609,train,3.1,3.1,2.8,"Ray, he said, “If we last forever, if our eyes are the last eyes watching as the stars blink out, it won't mean a thing to us.",ray said last forever eyes last eyes watching stars blink wo mean thing us,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20497_20733,train,3.1,2.7,3.1,"“If we last forever, if our eyes are the last eyes watching as the stars blink out, it won't mean a thing to us. We won't care that we're last and we won't care that there are no more stars. We aren't angels. We're just dumb and lucky.”",last forever eyes last eyes watching stars blink wo mean thing us wo care last wo care stars angels dumb lucky,0.7096,Positive,0.6257600000000001,Highly Manipulative
hotel-california_20688_20705,dev,2.67,3.0,3.5,We aren't angels.,angels,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20706_20733,dev,3.1,3.2,2.8,We're just dumb and lucky.”,dumb lucky,-0.128,Negative,0.2768,Non-Manipulative
hotel-california_20735_20752,train,2.7,3.2,2.9,"“Pure dumb luck,”",pure dumb luck,-0.0772,Negative,0.24632,Non-Manipulative
hotel-california_20735_20761,train,3.0,3.3,2.8,"“Pure dumb luck,” he said.",pure dumb luck said,-0.0772,Negative,0.24632,Non-Manipulative
hotel-california_20763_20785,train,2.7,3.2,3.1,"“Struck a nerve, huh?”",struck nerve huh,-0.25,Negative,0.35000000000000003,Moderately Manipulative
hotel-california_20786_20797,train,2.88,2.75,3.12,said Zheng.,said zheng,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20800_20808,train,2.43,2.86,2.86,"“Sorry,”",sorry,-0.0772,Negative,0.24632,Non-Manipulative
hotel-california_20800_20818,train,2.7,2.9,2.9,"“Sorry,” said Ray.",sorry said ray,-0.0772,Negative,0.24632,Non-Manipulative
hotel-california_20821_20845,train,3.0,2.62,2.75,“How long ago was that?”,long ago,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20846_20861,train,3.0,2.38,3.0,asked Adrienne.,asked adrienne,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20862_20889,train,2.56,3.11,2.89,"“Leaving your wife, I mean.",leaving wife mean,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20862_20914,train,2.89,2.67,2.78,"“Leaving your wife, I mean. Traveling on this ship.”",leaving wife mean traveling ship,0.0,Neutral,0.2,Non-Manipulative
hotel-california_2088_2134,train,2.7,2.9,2.9,The first words they said to me meant nothing.,first words said meant nothing,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20890_20914,test,3.27,3.37,3.36,Traveling on this ship.”,traveling ship,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20916_20997,dev,2.82,2.73,3.09,"Ray, he looked down at his hands, folded together in his lap, fingers interlaced.",ray looked hands folded together lap fingers interlaced,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20998_21013,train,2.5,3.1,2.8,"“I don't know,”",know,0.0,Neutral,0.2,Non-Manipulative
hotel-california_20998_21022,train,2.86,2.71,3.0,"“I don't know,” he said.",know said,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21023_21054,train,2.73,2.55,2.55,We were all quiet for a moment.,quiet moment,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21055_21090,dev,2.6,2.8,2.8,"Ray shrugged, then got up and left.",ray shrugged got left,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21091_21105,train,3.2,2.8,3.4,We let him go.,let go,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21106_21113,train,2.9,2.2,2.9,Silent.,silent,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21114_21129,train,2.6,2.6,2.4,Self-conscious.,,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21130_21233,train,2.72,3.28,2.86,"More excuses were made, and after a few moments, only Adrienne and I were left sitting in the ballroom.",excuses made moments adrienne left sitting ballroom,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21234_21280,train,3.0,3.12,3.0,She looked across the circle of couches at me.,looked across circle couches,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21282_21303,dev,3.25,3.0,3.12,“What's your theory?”,theory,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21304_21317,train,3.1,3.1,3.1,she asked me.,asked,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21319_21330,train,2.5,3.0,2.9,I shrugged.,shrugged,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21332_21362,train,3.0,2.9,3.0,“How long have you been here?”,long,0.0,Neutral,0.2,Non-Manipulative
hotel-california_2135_2221,train,3.2,3.2,3.3,I wasn't listening; I didn't care; I was going to live; I was going to keep breathing.,listening care going live going keep breathing,0.4939,Positive,0.49634,Moderately Manipulative
hotel-california_21364_21380,train,3.0,3.12,3.12,"“Not that long,”",long,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21364_21388,train,3.0,3.1,3.1,"“Not that long,” I said.",long said,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21389_21414,test,3.0,3.0,3.0,"“A couple weeks, I guess.",couple weeks guess,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21389_21437,train,3.0,2.9,2.9,"“A couple weeks, I guess. Maybe a month or two.”",couple weeks guess maybe month two,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21415_21437,dev,2.9,2.7,3.1,Maybe a month or two.”,maybe month two,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21439_21469,train,2.67,3.22,3.0,“Why don't you know for sure?”,know sure,0.3182,Positive,0.39092000000000005,Moderately Manipulative
hotel-california_21470_21480,train,3.0,2.88,2.88,she asked.,asked,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21482_21493,train,2.9,3.0,3.0,I shrugged.,shrugged,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21494_21522,train,2.9,2.9,2.9,I hadn't been counting days.,counting days,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21524_21553,train,3.0,2.9,3.0,“What did you do before this?,,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21524_21574,train,3.0,3.0,3.2,“What did you do before this? How were you found?”,found,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21554_21574,train,3.2,3.3,3.2,How were you found?”,found,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21576_21596,train,3.09,2.73,3.09,“I was an engineer.”,engineer,0.0,Neutral,0.2,Non-Manipulative
hotel-california_21597_21658,train,2.88,3.0,3.0,"I explained how my ship had malfunctioned, no warning at all.",explained ship malfunctioned warning,-0.34,Negative,0.404,Moderately Manipulative
hotel-california_21659_21697,train,2.7,3.2,2.8,"The explosions, the impossible rescue.",explosions impossible rescue,0.5106,Positive,0.50636,Moderately Manipulative
